"","overall_qual","overall_cond","year_built","gr_liv_area","bedroom_abv_gr","kitchen_abv_gr","tot_rms_abv_grd","fireplaces","garage_area","open_porch_sf","pool_area","mo_sold","yr_sold","sale_price"
"1044",7,5,1996,2013,3,1,8,1,455,130,0,6,2007,12.5053991575767
"1045",9,5,2008,2822,4,1,12,1,1020,170,0,1,2009,13.2758275359155
"1046",7,5,2008,1428,3,1,6,0,554,60,0,7,2008,12.3356964133237
"1047",5,6,1923,1576,3,1,6,1,528,312,0,5,2009,12.3171666930358
"1048",7,5,1998,1661,3,1,6,0,598,34,0,5,2010,12.3234111379474
"1049",8,5,2002,1689,3,1,7,2,857,59,0,7,2008,12.5098740998618
"1050",7,5,2003,1733,3,1,7,1,433,48,0,10,2007,12.3238556811866
"1051",8,5,2006,1489,3,1,7,1,776,140,0,6,2006,12.3570755190667
"1052",10,5,2007,2084,2,1,7,1,1220,45,0,6,2008,12.8609986132699
"1053",7,6,2003,1829,3,1,7,1,613,39,0,1,2010,12.3758154201173
"1054",8,5,2003,1456,2,1,7,1,400,20,0,5,2006,12.2783933071098
"1055",6,7,1968,2654,4,1,9,1,619,65,0,8,2006,12.4292161968444
"1056",7,5,2007,1372,3,1,6,0,529,140,0,5,2008,12.4315335097995
"1057",8,5,2006,1646,3,1,6,1,870,80,0,11,2007,12.4248064883557
"1058",7,5,1993,1949,3,1,8,1,574,90,0,6,2010,12.3715870840077
"1059",8,5,2007,2610,4,1,11,1,550,364,0,8,2007,12.623061104073
"1060",9,5,1999,1709,2,1,5,1,506,65,0,1,2008,12.7035090321771
"1061",8,6,1970,2217,4,1,8,1,621,207,0,10,2007,12.498742259493
"1062",7,5,2006,1670,3,1,7,1,690,60,0,8,2006,12.3883942023241
"1063",8,5,2006,1636,3,1,8,1,865,60,0,6,2007,12.4490188241406
"1064",7,5,1991,2127,4,1,8,1,833,192,0,11,2007,12.3800259526536
"1065",8,5,2003,2374,4,1,10,1,656,100,0,5,2007,12.5602444592508
"1066",8,5,2001,1788,3,1,7,1,522,151,0,6,2009,12.3737034869141
"1067",7,5,1997,2236,4,1,8,1,642,0,0,11,2006,12.3104326608544
"1068",7,7,1960,2069,4,1,9,1,505,0,0,11,2008,12.3966930051388
"1069",7,5,2005,1971,3,1,8,1,689,48,0,2,2009,12.4411447677097
"1070",7,5,2006,1962,3,1,7,0,868,90,0,8,2006,12.3875563514251
"1071",8,5,2002,1629,3,1,9,1,808,252,0,11,2007,12.5061772379805
"1072",6,7,1977,2872,4,1,11,1,619,282,0,7,2008,12.5135573452781
"1073",9,5,2007,1800,2,1,7,0,702,136,0,5,2009,12.3842188309136
"1074",7,5,2002,1894,4,1,8,1,510,40,0,2,2010,12.2779280826306
"1075",8,5,1998,2612,4,1,8,1,676,0,0,7,2009,12.7248664389453
"1076",8,5,2002,2290,4,1,9,1,779,0,0,5,2008,12.4525420221479
"1077",9,5,2009,1940,3,1,8,1,606,95,0,4,2010,12.887127001736
"1078",8,5,1997,2392,3,1,7,1,870,70,0,6,2006,12.7599577587566
"1079",10,5,2006,1718,3,1,7,1,786,48,0,7,2009,12.7293207892947
"1080",8,5,2006,1574,3,1,7,1,824,104,0,7,2008,12.3544926506484
"1081",7,5,2004,1710,3,1,7,1,550,48,0,4,2009,12.3883942023241
"1082",8,6,2001,1665,3,1,6,0,528,45,0,11,2009,12.3327052964635
"1083",8,5,2007,1646,3,1,7,1,800,44,0,4,2008,12.5881906521085
"1084",8,7,1993,2520,5,1,10,1,796,55,0,11,2006,12.6443275764613
"1085",7,5,2002,1654,3,1,6,0,900,136,0,2,2006,12.3458345879053
"1086",8,5,2001,2263,3,1,7,1,905,45,0,9,2008,12.5672374947418
"1087",7,5,1990,2329,4,1,10,1,514,121,0,5,2008,12.4771679143776
"1088",9,5,2005,2868,4,1,11,1,716,108,0,7,2006,13.2295679916666
"1089",8,5,2002,1989,3,1,7,1,586,60,0,11,2006,12.4490188241406
"1090",7,6,1994,1850,3,1,7,1,467,98,0,1,2009,12.4211840251471
"1091",9,5,2008,2184,3,1,10,1,836,102,0,7,2009,12.7218858108072
"1092",6,7,1932,1991,3,1,7,1,432,0,0,3,2007,12.3013828253345
"1093",7,5,1996,2260,3,1,7,0,533,44,0,4,2010,12.7007688873663
"1094",7,6,1940,1740,3,1,6,2,240,0,0,7,2007,12.2991075114974
"1095",8,5,2005,1953,3,1,9,1,1043,50,0,5,2009,12.4371843664936
"1096",8,5,1994,2622,3,1,9,2,712,32,0,4,2010,12.6915804613119
"1097",7,5,2006,2021,3,1,9,1,422,100,0,9,2006,12.5235258763151
"1098",8,5,2004,1836,3,1,7,1,862,185,0,3,2009,12.5425448821514
"1099",8,5,2007,1734,3,1,7,1,928,0,0,11,2007,12.6698066617623
"1100",7,5,2004,1530,3,1,7,1,630,36,0,11,2007,12.4645833406817
"1101",8,5,1995,2020,3,1,8,1,466,155,0,6,2009,12.3863086958331
"1102",8,5,2006,2828,4,1,11,1,1052,144,0,4,2007,12.9595385187621
"1103",6,7,1956,1811,2,1,6,1,470,0,0,7,2006,12.3458345879053
"1104",5,8,1976,1437,3,1,6,1,528,21,0,7,2007,12.2922503417712
"1105",7,5,2007,1314,2,1,6,1,626,62,0,7,2009,12.3458345879053
"1106",8,5,2007,1580,3,1,7,0,830,24,0,6,2008,12.3678853256926
"1107",6,7,1954,1640,3,1,7,1,924,0,0,11,2008,12.3194013308372
"1108",8,5,2008,1694,3,1,7,0,776,33,0,2,2010,12.410441041518
"1109",6,7,1935,2108,4,1,7,2,540,0,0,7,2008,12.3673407931263
"1110",10,5,1995,3627,4,1,10,1,807,76,0,7,2006,13.3455069287185
"1111",6,8,1932,2345,4,1,9,1,360,0,0,7,2006,12.3842188309136
"1112",8,5,1992,2872,4,1,9,1,541,33,0,4,2007,12.5602444592508
"1113",7,5,1990,2514,4,1,8,0,693,0,0,4,2006,12.4292161968444
"1114",8,5,2008,1652,2,1,5,1,482,53,0,11,2008,12.8802918162046
"1115",8,5,1994,1624,2,1,5,1,757,114,0,7,2006,12.4760997827432
"1116",7,7,1990,2196,3,1,7,1,701,70,0,6,2009,12.5131896306206
"1117",8,5,2006,1660,3,1,8,1,500,50,0,5,2006,12.5776362019627
"1118",8,5,2009,1314,3,1,6,0,552,112,0,9,2009,12.343466568969
"1119",9,5,2008,1702,1,1,7,1,1052,72,0,10,2008,12.8139178962537
"1120",8,5,2006,1484,2,1,6,1,472,33,0,12,2007,12.4908755772311
"1121",7,5,2003,1768,3,1,8,0,543,63,0,7,2008,12.3234111379474
"1122",7,6,2007,1689,3,1,7,0,954,56,0,6,2007,12.4225057319529
"1123",8,7,1929,1517,3,1,7,2,400,0,0,6,2006,12.3458345879053
"1124",7,5,1968,2110,3,1,8,2,522,0,0,4,2010,12.4049235042753
"1125",7,7,1974,2167,3,1,9,2,518,47,0,7,2007,12.5913350463208
"1126",8,5,1994,1987,2,1,7,1,691,36,0,8,2008,12.6165252951494
"1127",9,5,2008,2018,3,1,10,1,746,76,0,5,2010,12.8439713518596
"1128",8,9,1935,3447,4,1,11,2,1014,12,0,5,2008,12.8505546541088
"1129",7,6,1979,1524,0,1,4,1,586,0,0,4,2010,12.4684369099977
"1130",7,5,2002,1573,3,1,6,0,544,72,0,3,2009,12.3327052964635
"1131",8,5,2000,1659,2,1,5,1,499,59,0,10,2009,12.5353763926728
"1132",8,5,2006,1970,3,1,8,1,753,74,0,10,2006,12.5461099483159
"1133",7,5,1999,1983,3,1,9,1,490,0,0,5,2009,12.3238556811866
"1134",8,5,1994,2526,4,1,8,1,844,78,0,12,2006,12.5776362019627
"1135",9,5,2006,1652,2,1,6,2,840,102,0,11,2009,12.6915804613119
"1136",7,8,1959,1902,3,1,7,2,567,207,0,5,2010,12.7218858108072
"1137",9,5,1999,2599,4,1,10,1,779,30,0,5,2010,12.7164021462475
"1138",8,5,2008,1630,3,1,8,1,860,42,0,1,2009,12.5964004268844
"1139",8,5,2001,1787,3,1,7,1,748,150,0,8,2006,12.5245263766487
"1140",8,5,2002,2169,3,1,7,1,647,87,0,8,2007,12.3392914893164
"1141",7,7,1968,2156,3,1,9,1,508,80,0,6,2006,12.4780063610138
"1142",7,5,1998,1494,3,1,5,1,514,25,0,8,2007,12.2783933071098
"1143",8,5,1995,3238,4,1,9,1,666,86,0,3,2010,12.9239124386805
"1144",7,5,2000,1865,3,1,7,1,839,184,0,6,2008,12.3673407931263
"1145",9,5,2004,1980,3,1,8,1,770,45,0,9,2006,12.6603279178078
"1146",7,5,2000,1674,3,1,7,0,663,96,0,1,2010,12.2830336866663
"1147",8,5,2003,1668,3,1,8,1,502,262,0,5,2010,12.3544926506484
"1148",7,6,1998,2097,3,1,8,1,583,170,0,6,2006,12.5219776769257
"1149",10,5,2001,2633,2,1,8,2,804,140,0,3,2007,13.0530132992695
"1150",7,5,2005,1958,3,1,9,1,936,210,0,7,2008,12.4292161968444
"1151",8,5,2007,1571,3,1,7,1,722,36,0,12,2007,12.3842188309136
"1152",7,5,1978,2784,5,1,12,2,564,112,519,7,2006,12.4292161968444
"1153",9,5,2006,1746,3,1,7,2,758,39,0,10,2009,12.8413258476712
"1154",7,5,2000,1525,3,1,6,0,541,36,0,9,2006,12.3673407931263
"1155",7,5,2006,1500,2,1,6,1,648,20,0,10,2006,12.4154336524317
"1156",8,5,2005,2482,4,1,9,1,642,39,0,2,2007,12.546867668291
"1157",8,5,2007,1464,3,1,6,0,754,160,0,8,2007,12.5529265202611
"1158",7,6,1986,2093,3,1,7,1,542,63,0,11,2008,12.2783933071098
"1159",8,5,2005,1844,2,1,7,1,620,44,0,9,2009,12.4568313638774
"1160",8,5,1998,2450,3,1,7,1,1069,126,0,5,2009,12.7367008965923
"1161",6,5,1969,1844,3,1,7,1,540,73,0,12,2006,12.3149270504423
"1162",6,7,1966,2201,4,1,8,1,432,236,738,8,2006,12.5244172797888
"1163",8,5,2008,1932,2,1,7,1,774,66,0,11,2008,12.8856709532443
"1164",10,5,2008,2007,3,1,10,1,812,52,0,4,2009,12.6443275764613
"1165",8,5,1995,2090,3,1,8,1,556,65,0,12,2007,12.3883942023241
"1166",8,5,2008,1578,3,1,7,1,840,36,0,5,2009,12.5675510344332
